Agent,Year,Delta_DPI,Delta_Consumption,MPC
0,2003,4213.086915811393,1819.7709613695188,0.43193292655322574
0,2005,1383.882436650194,18103.42117137226,13.081617839730045
0,2009,1127.1702948363672,-18584.60888044379,-16.487844796461516
0,2010,4565.432224932563,35234.60837186131,7.717693886558958
0,2011,3743.1292836341017,-12081.54175291174,-3.227658153763287
0,2015,4688.650845741737,2813.4101825754187,0.6000468525248742
0,2017,3296.892330421266,2255.870588085978,0.684241510488676
1,2003,4065.9924261734122,1709.1456775187835,0.42035141691773764
1,2005,1504.355704784728,-2835.4475147553458,-1.8848251817950834
1,2009,1173.2823282160534,954.0833032970259,0.8131745278629448
1,2010,4587.398232348292,-2066.671455838179,-0.4505105838130492
1,2011,3960.6844362822594,16907.397717808082,4.268807068527378
1,2015,4740.717496786732,3181.8785415823368,0.6711807956789284
1,2017,3412.8141807063657,5911.86754250247,1.7322559124150334
2,2003,4339.067318638714,16006.827372701955,3.6890018516061516
2,2004,1046.2930022370128,-1331.4359488576156,-1.2725268600773938
2,2005,1415.3751085537224,2120.3456547307287,1.4980803618182665
2,2009,1212.0916224580287,-13815.160834123046,-11.39778592488492
2,2010,4758.994003510306,39347.6955094147,8.26806999134507
2,2011,3996.8645244123327,-11710.31482061716,-2.929875343307753
2,2015,4806.216874752776,-10532.414779802159,-2.1914147975987723
2,2017,3532.2468257788278,-12727.594782366781,-3.603257476085484
3,2003,4272.661645098109,-2864.0119816392544,-0.670310972301082
3,2005,1675.3693650752393,10823.641264270467,6.460450745907239
3,2009,1217.536285369366,-4946.138901329032,-4.062416012372489
3,2010,4757.000841818954,6671.01206758662,1.402356713696901
3,2011,3974.6163594142563,14548.1734228469,3.6602711072700562
3,2015,4655.407909951129,2208.6840938348178,0.47443406390096626
3,2017,3499.901092017797,2854.998113775,0.8157367990445149
4,2002,1057.0881518582464,1003.9069601938827,0.9496908639351629
4,2003,4289.915988918423,10140.32976936204,2.363759522460632
4,2004,1381.5259079155658,4498.147711936239,3.255927149946109
4,2005,1721.4845627759933,8202.25713189374,4.764641698945663
4,2009,1680.333163046802,2909.43529271461,1.731463353040765
4,2010,5168.171939588603,-5642.843127312663,-1.0918450843494663
4,2011,3728.692068988181,16072.314300884245,4.310442912290592
4,2015,4638.99212760228,3996.5293299959158,0.8615081078099547
4,2017,3638.4584060729103,2781.1411448630533,0.7643734885689725
5,2003,4426.893127930249,23202.998954846888,5.241373189800773
5,2004,1148.292061922475,-8084.439062935911,-7.040403161370733
5,2005,2025.483240067333,6189.666110284757,3.0558959895807356
5,2009,1466.7568128857529,-1362.1487771381653,-0.9286807227833647
5,2010,5318.47615833272,2747.0982241375023,0.5165197967153594
5,2011,3711.154970003525,18599.783810221124,5.011858561703625
5,2015,4662.827219997125,3976.6896905524045,0.8528494629820009
5,2017,3504.196000750482,4167.3404745737935,1.1892429743317119
6,2003,4741.911611905918,1911.8611898207164,0.4031836411755219
6,2004,1027.301656088821,4789.959752906274,4.662661375571784
6,2005,1994.2626353253581,2910.5131363910914,1.4594432472612864
6,2009,1504.1604897712969,1119.7614108420821,0.7444427761909492
6,2010,5184.955458194963,-1979.5979805347597,-0.3817965258324353
6,2011,4304.277993875978,12847.246725474019,2.984762309440229
6,2015,4641.669257260612,1035.6449890098302,0.2231190831595442
6,2017,3401.299191844897,3942.130150266632,1.159007169883336
7,2002,1112.9404902501265,-7738.633836662593,-6.953322216647346
7,2003,4505.111980198286,31714.0258284027,7.039564381040503
7,2004,1333.4802772723779,1414.820752758009,1.0609986340795472
7,2005,2302.8118612623803,-5232.818340806814,-2.2723603386071805
7,2009,1789.0489989776688,-8717.835477823857,-4.872888044321627
7,2010,5044.117981624411,24168.014657703243,4.791326203262232
7,2011,4367.088777555124,-3974.1880308034742,-0.910031426709028
7,2015,4735.700404082178,-375.79356032393116,-0.0793533222667542
7,2017,3919.602114284702,-1222.4331872986368,-0.3118768567971654
8,2002,1327.4393256359472,11694.054346575824,8.809483130969815
8,2003,4569.34620622659,5863.316679872587,1.2831850368183353
8,2004,1415.595061441898,1757.1137632993486,1.241254516323041
8,2005,2328.5703437207267,1831.786588424773,0.7866571836081347
8,2008,1021.6012034844607,-1608.1993053958577,-1.5741948031292814
8,2010,5298.824466021106,4314.6184364868095,0.8142595521241454
8,2011,4420.954546566558,8321.978079987646,1.8823939473548166
8,2015,4588.312177069369,3101.725835631296,0.676005841784815
8,2017,4319.073972520957,15074.713329658058,3.4902651414556
9,2002,2053.6567809935805,9328.102049303794,4.542191341627573
9,2003,4081.1969686377124,-8751.84544814138,-2.144431037118679
9,2004,1671.7733164992096,24943.694423353954,14.920500391516894
9,2005,2396.342236106808,1127.4524175806,0.4704888978680707
9,2009,1684.3679624997894,-10177.756027345022,-6.042477804101724
9,2010,5197.237619878579,27515.89304997436,5.294330385189739
9,2011,4555.50842581474,-5801.248721894954,-1.2734580160187974
9,2015,3925.134315751493,-196.21729728173523,-0.04998995741223906
9,2016,1554.8837315153069,1963.6078570084646,1.2628647513694398
9,2017,3522.4386239499436,27397.07947535027,7.7778727751480625
10,2002,1135.0237129472516,10671.93179886062,9.402386643667048
10,2003,4515.611805628199,8617.80586351834,1.908447013265671
10,2004,1959.3139861494565,-21023.01617232438,-10.729784159628178
10,2005,2504.8776937512885,40341.687076159855,16.10525223518774
10,2009,1549.8287345883728,2210.325938224094,1.4261743177778583
10,2010,5680.931480635612,4197.600168050994,0.738892940771985
10,2011,4438.1828083201835,4584.948002192847,1.0330687581407247
