Agent,Mean_MPC,Median_MPC,Std_MPC,Sample_Count
0,0.4000042950901394,0.6000468525248742,9.245297111607956,7
1,0.7957762793991271,0.6711807956789284,1.9076408932431197,7
2,-0.9924635246481042,-1.731970828838083,5.784620884131243,8
3,1.1543603493065866,0.8157367990445149,3.3069833414199454,7
4,1.989995779183154,1.731463353040765,1.879091113835329,9
5,0.9873320113700135,1.0210462186568563,3.9091247060001546,8
6,1.4068528846062769,0.9517249730371427,1.6561966694578782,8
7,-0.27866033188520223,-0.3118768567971654,4.34638064813631,9
8,1.9343677274788245,1.241254516323041,2.895266441789436,9
9,2.475789172806834,0.8666768246187553,5.916392077693621,10
10,3.1176260948050842,1.908447013265671,7.212586731795366,9
11,1.6623316628962046,0.30083852854738635,3.4912192181245407,9
12,0.9318362852892214,2.515786326519002,5.304176434366969,9
13,2.4065661483919807,1.3923301241469823,3.262840104893513,10
14,1.0280021106454105,0.7716662411799933,3.191420498673199,10
15,3.5446379700370003,1.4172254070784969,12.03995503010708,10
16,-0.6223928915260231,1.2165629033249854,5.101721881009533,10
17,13.23789032685122,1.2596761650652146,61.212977386777425,10
18,1.6930671128772463,1.0520283291585286,1.6315513943784006,10
19,3.5944865323011808,1.2495377538131385,10.010718046226556,9
20,3.838459038746817,1.9548233331824676,5.171297557751955,10
21,2.0408317373209557,1.4319009779384286,9.987361855408611,10
22,3.1115134902500303,1.8176671136489269,5.977925365853874,10
23,2.0648947265044724,1.7078473386509672,4.732200245947802,11
24,3.2403980139362445,3.0515837484121278,7.32802800094366,10
25,1.7915850489208656,1.7270764345092027,2.706667217056245,9
26,1.8652615275163242,1.44867644967991,3.3177092527367145,10
27,3.3909220876122075,-0.008946335110884248,11.59985537468317,11
28,0.9002620962091387,1.4173241881233558,5.150213101451737,10
29,2.2334019637631957,1.8370005245546244,5.014521450668864,10
30,-0.065906407752923,1.2517861099546623,7.057918593825774,9
31,3.4984958398713037,4.724835474491583,25.250436797208103,11
32,6.150186057498223,2.8855854492988673,9.134820450756102,10
33,5.2739031044937414,1.2500396657540729,15.167326496552205,10
34,1.658131488860535,1.9297859317588777,3.562015642502546,11
35,1.244438694492238,0.8882250264627873,2.108277345287486,8
36,0.25245479976428786,1.4497149833801273,7.204125250732237,12
37,5.026169772751539,1.6656824989231644,15.821141688564488,11
38,0.57164104277557,0.9598003102703593,5.616942949610189,11
39,-0.17766743182694905,0.012363522809121563,4.95145740071636,10
40,0.9714825102437269,1.6043193001678766,4.694077159666156,10
41,4.439805003299752,2.9515043695796903,6.752087356443316,10
42,-0.46499426116759807,-0.594559055655693,6.768876015455962,9
43,2.7288204773249585,2.134339748193046,6.830438039805967,10
44,-1.7801092454678185,-1.9304407765096006,10.060335341484237,10
45,0.7982396861497858,1.8033890767035177,6.140383266291432,10
46,-3.148327105925801,0.19947538786445423,9.842768956670461,10
47,3.2464757441501986,0.669267589439142,7.703340350399351,10
48,1.0940576766227346,2.2555599452339314,7.784808417028375,11
49,1.5534306940487868,1.1850581684108177,9.008110391265594,8
50,2.4836523386130165,2.636345584165589,5.916004404042883,8
51,0.18054323634631284,0.6692683337782515,4.920513126894588,11
52,-0.5522038807569795,-1.5861795386587496,11.914801631416347,12
53,0.2349644961421434,1.04794108111428,11.392874489631808,12
54,0.8221797467089419,0.9771379854111927,4.488624954657463,9
55,-0.559926852316134,0.7422228442554426,6.681810480239431,12
56,3.0186748428951287,0.5134212570991237,11.145441462018567,11
57,2.870830406521379,0.6169428262991046,7.483065960452022,10
58,2.191527229999744,1.4950925356791727,8.906335543560315,10
59,0.5753647027952746,0.8806136992601937,3.8556090429819263,10
60,3.7354045058547363,3.2745312222953427,13.954392611959546,12
61,-0.8299710471413042,-0.6165357006481217,5.009741085738988,12
